geo,time,POP,GDP,LEX,world_region
hun,1854,,1632,36,europe
idn,1854,,1049,30,asia
ind,1854,,1055,25.44,asia
irl,1854,,2354,38.3,europe
irn,1854,,1045,25.6,asia
irq,1854,,1117,31.2,asia
isl,1854,,1344,43.14,europe
isr,1854,,887,32,asia
ita,1854,,2192,29.69,europe
jam,1854,,912,34.2,americas
jor,1854,,1124,31.7,asia
jpn,1854,,1142,36.42,asia
kaz,1854,,1454,26.2,asia
ken,1854,,1011,25.5,africa
kgz,1854,,687,23.94,asia
khm,1854,,953,35,asia
kir,1854,,578,24.9,asia
kna,1854,,1469,,americas
kor,1854,,545,25.8,asia
kwt,1854,,1343,26,asia
lao,1854,,940,31.9,asia
lbn,1854,,1386,29.7,asia
lbr,1854,,876,31.1,africa
lby,1854,,1597,33.1,africa
lca,1854,,981,28.01,americas
lie,1854,,,,europe
lka,1854,,1007,32.6,asia
lso,1854,,405,32.8,africa
ltu,1854,,1620,28.9,europe
lux,1854,,2178,36.9,europe
lva,1854,,958,33,europe
mac,1854,,1117,34.7,asia
mar,1854,,760,33.1,africa
mco,1854,,2970,,europe
mda,1854,,749,33.15,europe
mdg,1854,,677,30.5,africa
mdv,1854,,842,32.65,asia
mex,1854,,1282,26.9,americas
mhl,1854,,557,,asia
mkd,1854,,898,36.1,europe
mli,1854,,611,26.41,africa
mlt,1854,,1070,28.7,europe
mmr,1854,,846,30.8,asia
mne,1854,,1376,35.4,europe
mng,1854,,629,31.8,asia
mnp,1854,,,,asia
moz,1854,,403,30.28,africa
mrt,1854,,623,32,africa
msr,1854,,,,americas
mtq,1854,,30.15,,americas
mus,1854,,1111,7.5,africa
mwi,1854,,353,30.3,africa
mys,1854,,1071,30.6,asia
myt,1854,,32.5,,africa
nam,1854,,900,32.4,africa
ncl,1854,,26,,asia
ner,1854,,527,30.8,africa
nga,1854,,1030,30.4,africa
nic,1854,,1400,25.4,americas
niu,1854,,,,asia
nld,1854,,4799,38.63,europe
nor,1854,,1899,51.65,europe
npl,1854,,659,32.8,asia
nru,1854,,654,,asia
nzl,1854,,2471,34.05,asia
omn,1854,,1057,32.3,asia
pak,1854,,1024,25.8,asia
pan,1854,,1246,32.9,americas
per,1854,,1320,35.7,americas
phl,1854,,1014,30.9,asia
plw,1854,,944,,asia
png,1854,,615,31.5,asia
pol,1854,,1489,35.9,europe
pri,1854,,1658,30.43,americas
prk,1854,,548,26,asia
prt,1854,,1722,35.6,europe
pry,1854,,1282,35.5,americas
pse,1854,,1230,32.1,asia
pyf,1854,,6,,asia
qat,1854,,1343,30.8,asia
reu,1854,,33,,africa
rou,1854,,1301,35.7,europe
rus,1854,,1824,27.5,europe
rwa,1854,,462,31.8,africa
sau,1854,,894,32.1,asia
sdn,1854,,613,31.4,africa
sen,1854,,588,25.2,africa
sgp,1854,,1104,34,asia
shn,1854,,,,africa
slb,1854,,410,25.1,asia
sle,1854,,867,25.1,africa
slv,1854,,1300,28.7,americas
smr,1854,,1580,,europe
som,1854,,730,29.4,africa
spm,1854,,,,americas
srb,1854,,1767,35.5,europe
ssd,1854,,599,26.67,africa
stp,1854,,940,31,africa
sur,1854,,2064,32.9,americas
svk,1854,,1856,36.4,europe
svn,1854,,1834,36.6,europe
swe,1854,,1757,44.55,europe
swz,1854,,579,32.3,africa
syc,1854,,980,37,africa
syr,1854,,1131,31.1,asia
tca,1854,,614,,americas
tcd,1854,,494,30.9,africa
tgo,1854,,807,31.3,africa
tha,1854,,981,30.4,asia
tjk,1854,,679,24.24,asia
tkl,1854,,,,asia
tkm,1854,,1203,24,asia
tls,1854,,580,28.95,asia
ton,1854,,746,28.2,asia
tto,1854,,1484,38.8,americas
tun,1854,,845,28.8,africa
tur,1854,,1466,35,europe
tuv,1854,,809,,asia
twn,1854,,1003,28.3,asia
tza,1854,,618,32.2,africa
uga,1854,,548,25.3,africa
ukr,1854,,973,36.6,europe
ury,1854,,3911,32.9,americas
usa,1854,,3584,39.41,americas
uzb,1854,,559,26.93,asia
vct,1854,,1057,25.99,americas
ven,1854,,795,32.2,americas
vgb,1854,,,,americas
vir,1854,,33.4,,americas
vnm,1854,,843,32,asia
vut,1854,,659,24.3,asia
wlf,1854,,,,asia
wsm,1854,,1576,25.4,asia
yem,1854,,1022,23.39,asia
zaf,1854,,1695,33.5,africa
zmb,1854,,756,32.6,africa
zwe,1854,,927,33.7,africa
abw,1856,,1064,34.42,americas
afg,1856,,683,27.64,asia
ago,1856,,790,26.98,africa
aia,1856,,,,americas
alb,1856,,726,35.4,europe
and,1856,,1900,,europe
ant,1856,,,,americas
are,1856,,1230,30.7,asia
arg,1856,,2517,33.2,americas
arm,1856,,592,34,europe
asm,1856,,,,asia
atg,1856,,967,33.54,americas
aus,1856,,5051,34.05,asia
aut,1856,,3082,34.4,europe
aze,1856,,950,29.17,europe
bdi,1856,,440,31.5,africa
bel,1856,,4007,40.92,europe
ben,1856,,712,31,africa
bfa,1856,,501,29.2,africa
bgd,1856,,879,25.5,asia
bgr,1856,,1304,38.26,europe
bhr,1856,,1639,30.3,asia
bhs,1856,,1847,35.18,americas
bih,1856,,784,35.1,europe
blr,1856,,757,36.2,europe
blz,1856,,740,26.5,americas
bmu,1856,,1569,,americas
bol,1856,,1204,33,americas
bra,1856,,1169,31.99,americas
brb,1856,,1168,32.12,americas
brn,1856,,1713,29.2,asia
btn,1856,,678,28.8,asia
bwa,1856,,474,33.6,africa
caf,1856,,506,30,africa
can,1856,,2321,41.33,americas
chanisl,1856,,,,europe
che,1856,,3932,38,europe
chl,1856,,1474,32,americas
chn,1856,,1012,26,asia
civ,1856,,1016,31.16,africa
cmr,1856,,747,28.75,africa
cod,1856,,611,31.6,africa
cog,1856,,673,32.7,africa
cok,1856,,,,asia
col,1856,,1059,32,americas
com,1856,,737,32.1,africa
cpv,1856,,619,33.8,africa
cri,1856,,1162,30.21,americas
cub,1856,,1654,36.54,americas
cym,1856,,1328,,americas
cyp,1856,,1310,38.51,europe
cze,1856,,2511,34.95,europe
deu,1856,,2342,38.37,europe
dji,1856,,898,29.9,africa
dma,1856,,847,,americas
dnk,1856,,2966,46.78,europe
dom,1856,,813,29.9,americas
dza,1856,,1085,28.82,africa
ecu,1856,,668,32.9,americas
egy,1856,,936,33,africa
eri,1856,,585,30.2,africa
esh,1856,,34.75,,africa
esp,1856,,1766,29.5,europe
est,1856,,1212,39.33,europe
eth,1856,,531,29.7,africa
fin,1856,,1560,29.96,europe
fji,1856,,889,26.1,asia
flk,1856,,,,americas
fra,1856,,3226,40.18,europe
fro,1856,,,,europe
fsm,1856,,536,26.7,asia
gab,1856,,394,30.6,africa
gbm,1856,,,,europe
gbr,1856,,5185,43.25,europe
geo,1856,,646,31.87,europe
gha,1856,,727,28,africa
gib,1856,,,,europe
gin,1856,,486,30.08,africa
glp,1856,,27.66,,americas
gmb,1856,,841,28.8,africa
gnb,1856,,803,32,africa
gnq,1856,,383,29.8,africa
grc,1856,,1858,36.6,europe
grd,1856,,1120,37.3,americas
grl,1856,,579,33.87,europe
gtm,1856,,1152,25.81,americas
guf,1856,,30.5,,americas
gum,1856,,27.5,,asia
guy,1856,,1552,31.12,americas
hkg,1856,,1094,34.9,asia
hnd,1856,,1071,33.9,americas
hos,1856,,,,europe
hrv,1856,,1766,36.1,europe
hti,1856,,916,29,americas
hun,1856,,1657,36,europe
idn,1856,,1052,30,asia
ind,1856,,1055,25.44,asia
irl,1856,,2422,38.3,europe
irn,1856,,1048,25.6,asia
irq,1856,,1126,31.2,asia
isl,1856,,1374,42.34,europe
isr,1856,,887,32,asia
ita,1856,,2221,29.69,europe
jam,1856,,911,34.2,americas
jor,1856,,1134,31.7,asia
jpn,1856,,1150,36.42,asia
kaz,1856,,1473,26.2,asia
ken,1856,,1017,25.5,africa
kgz,1856,,699,23.94,asia
khm,1856,,956,35,asia
kir,1856,,579,24.9,asia
kna,1856,,1488,,americas
kor,1856,,544,25.8,asia
kwt,1856,,1353,26,asia
lao,1856,,945,31.9,asia
lbn,1856,,1405,29.7,asia
lbr,1856,,880,31.1,africa
lby,1856,,1637,33.1,africa
lca,1856,,987,28.01,americas
lie,1856,,,,europe
lka,1856,,1050,32.6,asia
lso,1856,,406,32.8,africa
ltu,1856,,1641,28.9,europe
lux,1856,,2230,36.9,europe
lva,1856,,970,33,europe
mac,1856,,1124,34.7,asia
mar,1856,,763,33.1,africa
mco,1856,,3040,,europe
mda,1856,,757,33.15,europe
mdg,1856,,683,30.5,africa
mdv,1856,,842,32.65,asia
mex,1856,,1276,26.9,americas
mhl,1856,,558,,asia
mkd,1856,,905,36.1,europe
mli,1856,,612,26.41,africa
mlt,1856,,1090,28.7,europe
mmr,1856,,847,30.8,asia
mne,1856,,1387,35.4,europe
mng,1856,,631,31.8,asia
mnp,1856,,,,asia
moz,1856,,403,30.28,africa
mrt,1856,,629,32,africa
msr,1856,,,,americas
mtq,1856,,30.15,,americas
mus,1856,,1122,17.55,africa
mwi,1856,,353,30.3,africa
mys,1856,,1076,30.6,asia
myt,1856,,32.5,,africa
nam,1856,,927,32.4,africa
ncl,1856,,26,,asia
ner,1856,,532,30.8,africa
nga,1856,,1039,30.4,africa
nic,1856,,1430,25.4,americas
niu,1856,,,,asia
nld,1856,,4838,38.39,europe
nor,1856,,1958,50.37,europe
npl,1856,,659,32.8,asia
nru,1856,,661,,asia
nzl,1856,,2820,34.05,asia
omn,1856,,1066,32.3,asia
pak,1856,,1024,25.8,asia
pan,1856,,1275,32.9,americas
per,1856,,1327,35.7,americas
phl,1856,,1017,30.9,asia
plw,1856,,951,,asia
png,1856,,619,31.5,asia
pol,1856,,1501,35.9,europe
pri,1856,,1677,30.43,americas
prk,1856,,547,26,asia
prt,1856,,1679,35.6,europe
pry,1856,,1314,35.5,americas
pse,1856,,1230,32.1,asia
pyf,1856,,25.6,,asia
qat,1856,,1353,30.8,asia
reu,1856,,33,,africa
rou,1856,,1337,35.7,europe
rus,1856,,1848,29,europe
rwa,1856,,463,31.8,africa
sau,1856,,896,32.1,asia
sdn,1856,,618,31.4,africa
sen,1856,,593,25.2,africa
sgp,1856,,1109,34,asia
shn,1856,,,,africa
slb,1856,,413,25.1,asia
sle,1856,,876,25.1,africa
slv,1856,,1322,28.7,americas
smr,1856,,1603,,europe
som,1856,,732,29.4,africa
spm,1856,,,,americas
srb,1856,,1781,35.5,europe
ssd,1856,,605,26.67,africa
stp,1856,,943,31,africa
sur,1856,,2092,32.9,americas
svk,1856,,1870,36.4,europe
svn,1856,,1848,36.6,europe
swe,1856,,1847,42.14,europe
swz,1856,,584,32.3,africa
syc,1856,,988,37,africa
syr,1856,,1134,31.1,asia
tca,1856,,622,,americas
tcd,1856,,499,30.9,africa
tgo,1856,,814,31.3,africa
tha,1856,,983,30.4,asia
tjk,1856,,687,24.24,asia
tkl,1856,,,,asia
tkm,1856,,1218,24,asia
tls,1856,,582,28.95,asia
ton,1856,,751,28.2,asia
tto,1856,,1500,38.8,americas
tun,1856,,853,28.8,africa
tur,1856,,1482,35,europe
tuv,1856,,814,,asia
twn,1856,,1004,28.3,asia
tza,1856,,621,32.2,africa
uga,1856,,553,25.3,africa
ukr,1856,,986,36.6,europe
ury,1856,,4099,32.9,americas
usa,1856,,3580,39.41,americas
uzb,1856,,563,26.93,asia
vct,1856,,1071,25.99,americas
ven,1856,,802,32.2,americas
vgb,1856,,,,americas
vir,1856,,33.4,,americas
vnm,1856,,842,32,asia
vut,1856,,663,24.3,asia
wlf,1856,,,,asia
wsm,1856,,1587,25.4,asia
yem,1856,,1027,23.39,asia
zaf,1856,,1466,33.5,africa
zmb,1856,,759,32.6,africa
zwe,1856,,930,33.7,africa
abw,1858,,1079,34.42,americas
afg,1858,,688,27.62,asia
ago,1858,,797,26.98,africa
aia,1858,,,,americas
alb,1858,,729,35.4,europe
and,1858,,1945,,europe
ant,1858,,,,americas
are,1858,,1239,30.7,asia
arg,1858,,2590,33.2,americas
arm,1858,,596,34,europe
asm,1858,,,,asia
atg,1858,,980,33.54,americas
aus,1858,,3802,34.05,asia
aut,1858,,3143,34.4,europe
aze,1858,,960,29.17,europe
bdi,1858,,441,31.5,africa
bel,1858,,4086,40.18,europe
ben,1858,,719,31,africa
bfa,1858,,502,29.2,africa
bgd,1858,,879,25.5,asia
bgr,1858,,1316,38.35,europe
bhr,1858,,1677,30.3,asia
bhs,1858,,1872,35.18,americas
bih,1858,,785,35.1,europe
blr,1858,,766,36.2,europe
blz,1858,,750,26.5,americas
bmu,1858,,1590,,americas
bol,1858,,1227,33,americas
bra,1858,,1332,31.99,americas
brb,1858,,1183,32.12,americas
brn,1858,,1725,29.2,asia
btn,1858,,680,28.8,asia
bwa,1858,,479,33.6,africa
caf,1858,,511,30,africa
can,1858,,2363,41.43,americas
chanisl,1858,,,,europe
che,1858,,5328,38,europe
chl,1858,,1558,32,americas
chn,1858,,1029,27.43,asia
civ,1858,,1025,31.16,africa
cmr,1858,,754,28.75,africa
cod,1858,,616,31.6,africa
cog,1858,,677,32.7,africa
cok,1858,,,,asia
col,1858,,1065,32,americas
com,1858,,738,32.1,africa
cpv,1858,,624,33.8,africa
cri,1858,,1188,30.21,americas
cub,1858,,1692,36.58,americas
cym,1858,,1346,,americas
cyp,1858,,1341,38.51,europe
cze,1858,,2531,34.95,europe
deu,1858,,2408,38.37,europe
dji,1858,,903,29.9,africa
dma,1858,,859,,americas
dnk,1858,,2926,40.04,europe
dom,1858,,822,29.9,americas
dza,1858,,1109,28.82,africa
ecu,1858,,676,32.9,americas
egy,1858,,945,33,africa
eri,1858,,588,30.2,africa
esh,1858,,34.75,,africa
esp,1858,,1751,29.5,europe
est,1858,,1227,39.17,europe
eth,1858,,531,29.7,africa
fin,1858,,1576,33.81,europe
fji,1858,,896,26.1,asia
flk,1858,,,,americas
fra,1858,,2899,39.67,europe
fro,1858,,,,europe
fsm,1858,,537,26.7,asia
gab,1858,,394,30.6,africa
gbm,1858,,,,europe
gbr,1858,,5048,40.04,europe
geo,1858,,652,31.87,europe
gha,1858,,728,28,africa
gib,1858,,,,europe
gin,1858,,488,30.1,africa
glp,1858,,27.66,,americas
gmb,1858,,842,28.8,africa
gnb,1858,,804,32,africa
gnq,1858,,384,29.8,africa
grc,1858,,1872,36.6,europe
grd,1858,,1130,37.3,americas
grl,1858,,591,33.87,europe
gtm,1858,,1171,25.81,americas
guf,1858,,30.5,,americas
gum,1858,,27.5,,asia
guy,1858,,1573,31.12,americas
hkg,1858,,1099,34.9,asia
hnd,1858,,1099,33.9,americas
hos,1858,,,,europe
hrv,1858,,1780,36.1,europe
hti,1858,,935,29,americas
hun,1858,,1684,36,europe
idn,1858,,1055,30,asia
ind,1858,,1055,25.44,asia
irl,1858,,2492,38.3,europe
irn,1858,,1052,25.6,asia
irq,1858,,1135,31.2,asia
isl,1858,,1404,34.84,europe
isr,1858,,887,32,asia
ita,1858,,2494,29.69,europe
jam,1858,,910,34.2,americas
jor,1858,,1143,31.7,asia
jpn,1858,,1159,36.42,asia
kaz,1858,,1492,26.2,asia
ken,1858,,1023,25.5,africa
kgz,1858,,711,23.94,asia
khm,1858,,958,35,asia
kir,1858,,580,24.9,asia
kna,1858,,1509,,americas
kor,1858,,543,25.8,asia
kwt,1858,,1363,26,asia
lao,1858,,949,31.9,asia
lbn,1858,,1425,29.7,asia
lbr,1858,,885,31.1,africa
lby,1858,,1677,33.1,africa
lca,1858,,994,28.01,americas
lie,1858,,,,europe
lka,1858,,1095,32.6,asia
lso,1858,,406,32.8,africa
ltu,1858,,1662,28.9,europe
lux,1858,,2283,36.9,europe
lva,1858,,983,33,europe
mac,1858,,1132,34.7,asia
mar,1858,,766,33.1,africa
mco,1858,,3111,,europe
mda,1858,,765,33.15,europe
mdg,1858,,690,30.5,africa
mdv,1858,,842,32.65,asia
mex,1858,,1270,26.9,americas
mhl,1858,,558,,asia
mkd,1858,,912,36.1,europe
mli,1858,,612,26.41,africa
mlt,1858,,1110,28.7,europe
mmr,1858,,847,30.8,asia
mne,1858,,1398,35.4,europe
mng,1858,,633,31.8,asia
mnp,1858,,,,asia
moz,1858,,404,30.28,africa
mrt,1858,,636,32,africa
msr,1858,,,,americas
mtq,1858,,30.15,,americas
mus,1858,,1133,34.44,africa
mwi,1858,,353,30.3,africa
mys,1858,,1080,30.6,asia
myt,1858,,32.5,,africa
nam,1858,,955,32.4,africa
ncl,1858,,26,,asia
ner,1858,,537,30.8,africa
nga,1858,,1049,30.4,africa
nic,1858,,1461,25.4,americas
niu,1858,,,,asia
nld,1858,,4607,34.66,europe
nor,1858,,1921,51.59,europe
npl,1858,,659,32.8,asia
nru,1858,,667,,asia
nzl,1858,,3218,34.05,asia
omn,1858,,1075,32.3,asia
pak,1858,,1025,25.8,asia
pan,1858,,1304,32.9,americas
per,1858,,1334,35.7,americas
phl,1858,,1020,30.9,asia
plw,1858,,957,,asia
png,1858,,623,31.5,asia
pol,1858,,1512,35.9,europe
pri,1858,,1695,30.43,americas
prk,1858,,545,26,asia
prt,1858,,1657,35.6,europe
pry,1858,,1347,35.5,americas
pse,1858,,1230,32.1,asia
pyf,1858,,25.6,,asia
qat,1858,,1363,30.8,asia
reu,1858,,33,,africa
rou,1858,,1374,35.7,europe
rus,1858,,1872,29.57,europe
rwa,1858,,464,31.8,africa
sau,1858,,899,32.1,asia
sdn,1858,,624,31.4,africa
sen,1858,,599,25.2,africa
sgp,1858,,1114,34,asia
shn,1858,,,,africa
slb,1858,,416,25.1,asia
sle,1858,,884,25.1,africa
slv,1858,,1344,28.7,americas
smr,1858,,1627,,europe
som,1858,,733,29.4,africa
spm,1858,,,,americas
srb,1858,,1795,35.5,europe
ssd,1858,,611,26.67,africa
stp,1858,,947,31,africa
sur,1858,,2120,32.9,americas
svk,1858,,1885,36.4,europe
svn,1858,,1862,36.6,europe
swe,1858,,1921,42,europe
swz,1858,,590,32.3,africa
syc,1858,,996,37,africa
syr,1858,,1136,31.1,asia
tca,1858,,630,,americas
tcd,1858,,504,30.9,africa
tgo,1858,,822,31.3,africa
tha,1858,,986,30.4,asia
tjk,1858,,695,24.24,asia
tkl,1858,,,,asia
tkm,1858,,1234,24,asia
tls,1858,,584,28.95,asia
ton,1858,,756,28.2,asia
tto,1858,,1516,38.8,americas
tun,1858,,861,28.8,africa
tur,1858,,1498,35,europe
tuv,1858,,820,,asia
twn,1858,,1004,28.3,asia
tza,1858,,624,32.2,africa
uga,1858,,559,25.3,africa
ukr,1858,,999,36.6,europe
ury,1858,,4296,32.9,americas
usa,1858,,3520,39.41,americas
uzb,1858,,566,26.93,asia
vct,1858,,1086,25.99,americas
ven,1858,,809,32.2,americas
vgb,1858,,,,americas
vir,1858,,33.4,,americas
vnm,1858,,841,32,asia
vut,1858,,668,24.3,asia
wlf,1858,,,,asia
wsm,1858,,1597,25.4,asia
yem,1858,,1033,23.39,asia
zaf,1858,,1519,33.5,africa
zmb,1858,,763,32.6,africa
zwe,1858,,932,33.7,africa
abw,1860,,1093,34.42,americas
afg,1860,,692,27.6,asia
ago,1860,,804,26.98,africa
aia,1860,,,,americas
alb,1860,,733,35.4,europe
and,1860,,1992,,europe
ant,1860,,,,americas
are,1860,,1248,30.7,asia
arg,1860,,2664,33.2,americas
arm,1860,,601,34,europe
asm,1860,,,,asia
atg,1860,,994,33.54,americas
aus,1860,,4792,34.05,asia
aut,1860,,3205,34.4,europe
aze,1860,,971,29.17,europe
bdi,1860,,442,31.5,africa
bel,1860,,4238,45.12,europe
ben,1860,,726,31,africa
bfa,1860,,503,29.2,africa
bgd,1860,,880,25.5,asia
bgr,1860,,1330,38.44,europe
bhr,1860,,1715,30.3,asia
bhs,1860,,1897,35.18,americas
bih,1860,,786,35.1,europe
blr,1860,,775,36.2,europe
blz,1860,,760,26.5,americas
bmu,1860,,1612,,americas
bol,1860,,1250,33,americas
bra,1860,,1357,31.99,americas
brb,1860,,1199,32.12,americas
brn,1860,,1737,29.2,asia
btn,1860,,683,28.8,asia
bwa,1860,,483,33.6,africa
caf,1860,,516,30,africa
can,1860,,2405,41.54,americas
chanisl,1860,,,,europe
che,1860,,4359,38,europe
chl,1860,,1631,32,americas
chn,1860,,1022,28.85,asia
civ,1860,,1033,31.16,africa
cmr,1860,,762,28.75,africa
cod,1860,,621,31.6,africa
cog,1860,,681,32.7,africa
cok,1860,,,,asia
col,1860,,1070,32,americas
com,1860,,740,32.1,africa
cpv,1860,,629,33.8,africa
cri,1860,,1215,30.21,americas
cub,1860,,1732,36.24,americas
cym,1860,,1364,,americas
cyp,1860,,1373,38.51,europe
cze,1860,,2551,34.95,europe
deu,1860,,2508,38.37,europe
dji,1860,,909,29.9,africa
dma,1860,,871,,americas
dnk,1860,,3027,45.11,europe
dom,1860,,831,29.9,americas
dza,1860,,1133,28.82,africa
ecu,1860,,685,32.9,americas
egy,1860,,953,33,africa
eri,1860,,591,30.2,africa
esh,1860,,34.75,,africa
esp,1860,,1877,29.5,europe
est,1860,,1243,39,europe
eth,1860,,531,29.7,africa
fin,1860,,1593,38.15,europe
fji,1860,,902,26.1,asia
flk,1860,,,,americas
fra,1860,,3084,43.33,europe
fro,1860,,,,europe
fsm,1860,,537,26.7,asia
gab,1860,,394,30.6,africa
gbm,1860,,,,europe
gbr,1860,,5265,43.01,europe
geo,1860,,658,31.87,europe
gha,1860,,730,28,africa
gib,1860,,,,europe
gin,1860,,490,30.12,africa
glp,1860,,27.66,,americas
gmb,1860,,843,28.8,africa
gnb,1860,,805,32,africa
gnq,1860,,385,29.8,africa
grc,1860,,1887,36.6,europe
grd,1860,,1139,37.3,americas
grl,1860,,604,33.87,europe
gtm,1860,,1190,25.81,americas
guf,1860,,30.5,,americas
gum,1860,,27.5,,asia
guy,1860,,1594,31.12,americas
hkg,1860,,1104,34.9,asia
hnd,1860,,1127,33.9,americas
hos,1860,,,,europe
hrv,1860,,1794,36.1,europe
hti,1860,,954,29,americas
hun,1860,,1710,36,europe
idn,1860,,1058,30,asia
ind,1860,,1056,23,asia
irl,1860,,2564,38.56,europe
irn,1860,,1056,25.6,asia
irq,1860,,1145,31.2,asia
isl,1860,,1435,19.76,europe
isr,1860,,887,32,asia
ita,1860,,2401,29.69,europe
jam,1860,,909,34.2,americas
jor,1860,,1152,31.7,asia
jpn,1860,,1167,36.42,asia
kaz,1860,,1511,26.2,asia
ken,1860,,1030,25.5,africa
kgz,1860,,724,23.94,asia
khm,1860,,961,35,asia
kir,1860,,581,24.9,asia
kna,1860,,1529,,americas
kor,1860,,541,25.8,asia
kwt,1860,,1373,26,asia
lao,1860,,954,31.9,asia
lbn,1860,,1444,29.7,asia
lbr,1860,,890,31.1,africa
lby,1860,,1719,33.1,africa
lca,1860,,1000,28.01,americas
lie,1860,,,,europe
lka,1860,,1141,32.6,asia
lso,1860,,407,32.8,africa
ltu,1860,,1684,28.9,europe
lux,1860,,2338,36.9,europe
lva,1860,,996,33,europe
mac,1860,,1140,34.7,asia
mar,1860,,768,33.1,africa
mco,1860,,3184,,europe
mda,1860,,774,33.15,europe
mdg,1860,,697,30.5,africa
mdv,1860,,842,32.65,asia
mex,1860,,1265,26.9,americas
mhl,1860,,559,,asia
mkd,1860,,919,36.1,europe
mli,1860,,613,26.41,africa
mlt,1860,,1131,28.7,europe
mmr,1860,,847,30.8,asia
mne,1860,,1409,35.4,europe
mng,1860,,635,31.8,asia
mnp,1860,,,,asia
moz,1860,,404,30.28,africa
mrt,1860,,642,32,africa
msr,1860,,,,americas
mtq,1860,,30.15,,americas
mus,1860,,1144,30.96,africa
mwi,1860,,353,30.3,africa
mys,1860,,1085,30.6,asia
myt,1860,,32.5,,africa
nam,1860,,984,32.4,africa
ncl,1860,,26,,asia
ner,1860,,543,30.8,africa
nga,1860,,1058,30.4,africa
nic,1860,,1492,25.4,americas
niu,1860,,,,asia
nld,1860,,4639,36.91,europe
nor,1860,,2032,50,europe
npl,1860,,660,32.8,asia
nru,1860,,674,,asia
nzl,1860,,3672,34.05,asia
omn,1860,,1084,32.3,asia
pak,1860,,1025,25.8,asia
pan,1860,,1333,32.9,americas
per,1860,,1341,35.7,americas
phl,1860,,1023,30.9,asia
plw,1860,,964,,asia
png,1860,,627,31.5,asia
pol,1860,,1524,35.9,europe
pri,1860,,1713,30.43,americas
prk,1860,,544,26,asia
prt,1860,,1636,35.6,europe
pry,1860,,1381,35.5,americas
pse,1860,,1231,32.1,asia
pyf,1860,,25.6,,asia
qat,1860,,1373,30.8,asia
reu,1860,,33,,africa
rou,1860,,1413,35.7,europe
rus,1860,,1896,29.57,europe
rwa,1860,,465,31.8,africa
sau,1860,,901,32.1,asia
sdn,1860,,631,31.4,africa
sen,1860,,605,25.2,africa
sgp,1860,,1119,34,asia
shn,1860,,,,africa
slb,1860,,419,25.1,asia
sle,1860,,893,25.1,africa
slv,1860,,1367,28.7,americas
smr,1860,,1652,,europe
som,1860,,735,29.4,africa
spm,1860,,,,americas
srb,1860,,1809,35.5,europe
ssd,1860,,617,26.67,africa
stp,1860,,950,31,africa
sur,1860,,2149,32.9,americas
svk,1860,,1900,36.4,europe
svn,1860,,1877,36.6,europe
swe,1860,,2028,48.47,europe
swz,1860,,596,32.3,africa
syc,1860,,1004,37,africa
syr,1860,,1139,31.1,asia
tca,1860,,639,,americas
tcd,1860,,509,30.9,africa
tgo,1860,,830,31.3,africa
tha,1860,,989,30.4,asia
tjk,1860,,703,24.24,asia
tkl,1860,,,,asia
tkm,1860,,1250,24,asia
tls,1860,,587,28.95,asia
ton,1860,,761,28.2,asia
tto,1860,,1533,38.8,americas
tun,1860,,869,28.8,africa
tur,1860,,1514,35,europe
tuv,1860,,825,,asia
twn,1860,,1004,28.3,asia
tza,1860,,628,32.2,africa
uga,1860,,564,25.3,africa
ukr,1860,,1012,36.6,europe
ury,1860,,4502,32.9,americas
usa,1860,,3712,39.41,americas
uzb,1860,,570,26.93,asia
vct,1860,,1100,25.99,americas
ven,1860,,816,32.2,americas
vgb,1860,,,,americas
vir,1860,,33.4,,americas
vnm,1860,,840,32,asia
vut,1860,,672,24.3,asia
wlf,1860,,,,asia
wsm,1860,,1608,25.4,asia
yem,1860,,1039,23.39,asia
zaf,1860,,1625,33.5,africa
zmb,1860,,767,32.6,africa
zwe,1860,,934,33.7,africa
abw,1862,,1108,34.42,americas
afg,1862,,697,27.58,asia
ago,1862,,811,26.98,africa
aia,1862,,,,americas
alb,1862,,736,35.4,europe
and,1862,,2039,,europe
ant,1862,,,,americas
are,1862,,1258,30.7,asia
arg,1862,,2741,33.2,americas
arm,1862,,606,34,europe
asm,1862,,,,asia
atg,1862,,1007,33.54,americas
aus,1862,,4537,34.05,asia
aut,1862,,3250,34.4,europe
aze,1862,,982,29.17,europe
bdi,1862,,443,31.5,africa
bel,1862,,4353,43.12,europe
ben,1862,,733,31,africa
bfa,1862,,504,29.2,africa
bgd,1862,,880,25.5,asia
bgr,1862,,1343,38.53,europe
bhr,1862,,1755,30.3,asia
bhs,1862,,1923,35.18,americas
bih,1862,,787,35.1,europe
blr,1862,,784,36.2,europe
blz,1862,,770,26.5,americas
bmu,1862,,1633,,americas
bol,1862,,1274,33,americas
bra,1862,,1281,31.99,americas
brb,1862,,1216,32.12,americas
brn,1862,,1748,29.2,asia
btn,1862,,686,28.8,asia
bwa,1862,,488,33.6,africa
caf,1862,,521,30,africa
can,1862,,2482,41.69,americas
chanisl,1862,,,,europe
che,1862,,4972,38,europe
chl,1862,,1595,32,americas
chn,1862,,1073,30.28,asia
civ,1862,,1041,31.16,africa
cmr,1862,,769,28.75,africa
cod,1862,,626,31.6,africa
cog,1862,,685,32.7,africa
cok,1862,,,,asia
col,1862,,1076,32,americas
com,1862,,741,32.1,africa
cpv,1862,,635,33.8,africa
cri,1862,,1243,30.21,americas
