geo,time,POP,GDP,LEX,world_region,
zwe,1804,1085814,873,33.7,africa,0
abw,1806,19286,833,34.42,americas,0
afg,1806,3280000,603,28.15,asia,0
ago,1806,1567028,634,26.98,africa,0
aia,1806,2025,,,americas,0
alb,1806,418237,668,35.4,europe,0
and,1806,2654,1210,,europe,0
ant,1806,34.41,,,americas,0
are,1806,40153,1020,30.7,asia,0
arg,1806,534000,1508,33.2,americas,0
arm,1806,413326,514,34,europe,0
asm,1806,8162,,,asia,0
atg,1806,37000,757,33.54,americas,0
aus,1806,345821,825,34.05,asia,0
aut,1806,3253761,1892,34.4,europe,0
aze,1806,879960,776,29.17,europe,0
bdi,1806,899097,420,31.5,africa,0
bel,1806,3224114,2413,40.05,europe,0
ben,1806,636559,597,31,africa,0
bfa,1806,1665421,480,29.2,africa,0
bgd,1806,19455963,876,25.5,asia,0
bgr,1806,2048830,1089,36.06,europe,0
bhr,1806,64474,1267,30.3,asia,0
bhs,1806,27350,1446,35.18,americas,0
bih,1806,851806,669,35.1,europe,0
blr,1806,2355081,610,36.2,europe,0
blz,1806,25526,579,26.5,americas,0
bmu,1806,9775,1228,,americas,0
bol,1806,1100000,854,33,americas,0
bra,1806,3880671,1109,32,americas,0
brb,1806,81729,914,32.12,americas,0
brn,1806,2128,1513,29.2,asia,0
btn,1806,89989,630,28.8,asia,0
bwa,1806,121000,398,33.6,africa,0
caf,1806,479444,424,30,africa,0
can,1806,692543,1364,39.01,americas,0
chanisl,1806,43908,,,europe,0
che,1806,1872634,2702,38,europe,0
chl,1806,771447,1027,32,americas,0
chn,1806,338430598,984,32,asia,0
civ,1806,1088530,832,31.16,africa,0
cmr,1806,1860054,627,28.75,africa,0
cod,1806,5163819,497,31.6,africa,0
cog,1806,314465,585,32.7,africa,0
cok,1806,16254,,,asia,0
col,1806,1206000,963,32,americas,0
com,1806,56346,700,32.1,africa,0
cpv,1806,55716,530,33.8,africa,0
cri,1806,55466,776,30.21,americas,0
cub,1806,412432,926,33.02,americas,0
cym,1806,2439,1040,,americas,0
cyp,1806,184511,854,38.5,europe,0
cze,1806,5516349,1917,34.95,europe,0
deu,1806,23474540,1709,38.37,europe,0
dji,1806,22848,766,29.9,africa,0
dma,1806,19950,664,,americas,0
dnk,1806,1089454,2034,43.78,europe,0
dom,1806,89000,668,29.9,americas,0
dza,1806,2557563,721,28.82,africa,0
ecu,1806,500000,529,32.9,americas,0
egy,1806,4228599,791,33,africa,0
eri,1806,205010,532,30.2,africa,0
esh,1806,2788,34.75,,africa,0
esp,1806,11741641,1518,29.5,europe,0
est,1806,334136,944,34.12,europe,0
eth,1806,2948990,523,29.7,africa,0
fin,1806,1031517,1257,38.78,europe,0
fji,1806,131815,786,26.1,asia,0
flk,1806,100,,,americas,0
fra,1806,29911185,1823,35,europe,0
fro,1806,13537,,,europe,0
fsm,1806,16416,520,26.7,asia,0
gab,1806,158227,391,30.6,africa,0
gbm,1806,23533,,,europe,0
gbr,1806,13296163,3375,43.22,europe,0
geo,1806,1072178,543,31.87,europe,0
gha,1806,2016034,699,28,africa,0
gib,1806,9873,,,europe,0
gin,1806,983959,451,29.56,africa,0
glp,1806,80726,27.66,,americas,0
gmb,1806,103274,816,28.8,africa,0
gnb,1806,218167,778,32,africa,0
gnq,1806,80377,358,29.8,africa,0
grc,1806,2198197,1385,36.6,europe,0
grd,1806,29409,959,31.4,americas,0
grl,1806,9584,394,33.87,europe,0
gtm,1806,496136,858,25.8,americas,0
guf,1806,9899,30.5,,americas,0
gum,1806,7446,27.5,,asia,0
guy,1806,166034,1215,31.12,americas,0
hkg,1806,20000,1007,34.9,asia,0
hnd,1806,131298,675,33.9,americas,0
hos,1806,905,,,europe,0
hrv,1806,1227886,1136,36.1,europe,0
hti,1806,723000,634,29,americas,0
hun,1806,3682278,1250,36,europe,0
idn,1806,16363196,995,30,asia,0
ind,1806,170579178,1051,25.44,asia,0
irl,1806,4338885,1448,38.3,europe,0
irn,1806,6355429,977,25.6,asia,0
irq,1806,1081719,970,31.2,asia,0
isl,1806,61428,927,45.82,europe,0
isr,1806,209954,880,32,asia,0
ita,1806,19218538,2411,29.69,europe,0
jam,1806,401000,1171,34.2,americas,0
jor,1806,217000,977,31.7,asia,0
jpn,1806,30504361,1058,36.4,asia,0
kaz,1806,2041282,1148,26.2,asia,0
ken,1806,2574000,870,25.5,africa,0
kgz,1806,530343,509,23.94,asia,0
khm,1806,2090000,904,35,asia,0
kir,1806,17876,554,24.9,asia,0
kna,1806,17202,1166,,americas,0
kor,1806,9395000,572,25.8,asia,0
kwt,1806,81280,1122,26,asia,0
lao,1806,470000,865,31.9,asia,0
lbn,1806,332000,1086,29.7,asia,0
lbr,1806,313543,798,31.1,africa,0
lby,1806,533422,1051,33.1,africa,0
lca,1806,24000,875,28.01,americas,0
lie,1806,5802,,,europe,0
lka,1806,1213000,898,32.6,asia,0
lso,1806,276361,394,32.8,africa,0
ltu,1806,778655,1279,28.9,europe,0
lux,1806,127030,1454,36.9,europe,0
lva,1806,590588,756,33,europe,0
mac,1806,19532,993,34.7,asia,0
mar,1806,2557563,715,33.1,africa,0
mco,1806,7789,1963,,europe,0
mda,1806,712558,622,33.15,europe,0
mdg,1806,1583826,573,30.5,africa,0
mdv,1806,42378,843,32.65,asia,0
mex,1806,6300605,1380,26.9,americas,0
mhl,1806,5828,541,,asia,0
mkd,1806,391865,691,36.1,europe,0
mli,1806,1403398,603,26.41,africa,0
mlt,1806,134072,782,28.7,europe,0
mmr,1806,3506000,840,30.8,asia,0
mne,1806,126582,1058,35.4,europe,0
mng,1806,619000,593,31.8,asia,0
mnp,1806,3360,,,asia,0
moz,1806,2015764,392,30.28,africa,0
mrt,1806,382696,528,32,africa,0
msr,1806,5230,,,americas,0
mtq,1806,84039,30.15,,americas,0
mus,1806,71371,941,28.7,africa,0
mwi,1806,737000,350,30.3,africa,0
mys,1806,287000,998,30.6,asia,0
myt,1806,8219,32.5,,africa,0
nam,1806,229000,541,32.4,africa,0
ncl,1806,29432,26,,asia,0
ner,1806,1244861,446,30.8,africa,0
nga,1806,12100855,860,30.4,africa,0
nic,1806,219387,974,25.4,americas,0
niu,1806,4533,,,asia,0
nld,1806,2277784,4268,39.86,europe,0
nor,1806,897832,1290,43.76,europe,0
npl,1806,3881000,654,32.8,asia,0
nru,1806,1834,554,,asia,0
nzl,1806,100000,659,34.05,asia,0
omn,1806,318000,916,32.3,asia,0
pak,1806,13279667,1020,25.8,asia,0
pan,1806,78842,848,32.9,americas,0
per,1806,1315005,1204,35.7,americas,0
phl,1806,1894389,962,30.9,asia,0
plw,1806,3875,840,,asia,0
png,1806,754894,547,31.5,asia,0
pol,1806,9775109,1240,35.9,europe,0
pri,1806,178631,1376,30.43,americas,0
prk,1806,4345000,575,26,asia,0
prt,1806,3110225,1685,35.6,europe,0
pry,1806,143000,836,35.5,americas,0
pse,1806,165944,1221,32.1,asia,0
pyf,1806,63003,25.6,,asia,0
qat,1806,14092,1122,30.8,asia,0
reu,1806,92744,33,,africa,0
rou,1806,5726537,816,35.7,europe,0
rus,1806,31088398,1440,29.57,europe,0
rwa,1806,928368,434,31.8,africa,0
sau,1806,2091000,849,32.1,asia,0
sdn,1806,4025945,519,31.4,africa,0
sen,1806,1009886,498,25.2,africa,0
sgp,1806,30000,1022,29.1,asia,0
shn,1806,1997,,,africa,0
slb,1806,56998,363,25.1,asia,0
sle,1806,794264,735,25.1,africa,0
slv,1806,248000,975,28.7,americas,0
smr,1806,5492,1417,,europe,0
som,1806,994034,698,29.4,africa,0
spm,1806,1782,,,americas,0
srb,1806,2147197,1359,35.5,europe,0
ssd,1806,1035555,508,26.67,africa,0
stp,1806,22731,860,31,africa,0
sur,1806,80721,1638,32.9,americas,0
svk,1806,2140651,1428,36.4,europe,0
svn,1806,469664,1410,36.6,europe,0
swe,1806,2424756,1461,36.17,europe,0
swz,1806,86000,490,32.3,africa,0
syc,1806,12522,811,37,africa,0
syr,1806,1337000,1081,31.1,asia,0
tca,1806,3296,487,,americas,0
tcd,1806,1432000,418,30.9,africa,0
tgo,1806,445985,683,31.3,africa,0
tha,1806,4665000,932,30.4,asia,0
tjk,1806,466629,558,24.24,asia,0
tkl,1806,1008,,,asia,0
tkm,1806,367215,950,24,asia,0
tls,1806,137262,527,28.95,asia,0
ton,1806,18636,663,28.2,asia,0
tto,1806,60000,1231,32.9,americas,0
tun,1806,865900,716,28.8,africa,0
tur,1806,9862665,1222,35,europe,0
tuv,1806,2499,719,,asia,0
twn,1806,2000000,996,28.3,asia,0
tza,1806,3019768,563,32.2,africa,0
uga,1806,2101397,464,25.3,africa,0
ukr,1806,11215490,768,36.6,europe,0
ury,1806,55000,1759,32.9,americas,0
usa,1806,7631061,2251,39.41,americas,0
uzb,1806,1919159,503,26.93,asia,0
vct,1806,25781,839,25.99,americas,0
ven,1806,718000,682,32.2,americas,0
vgb,1806,6700,,,americas,0
vir,1806,40000,33.4,,americas,0
vnm,1806,6551000,861,32,asia,0
vut,1806,27791,586,24.3,asia,0
wlf,1806,3721,,,asia,0
wsm,1806,47252,1401,25.4,asia,0
yem,1806,2593000,892,23.39,asia,0
zaf,1806,1472741,1480,33.5,africa,0
zmb,1806,747000,673,32.6,africa,0
zwe,1806,1085814,875,33.7,africa,0
abw,1808,19286,834,34.42,americas,0
afg,1808,3280000,603,28.13,asia,0
ago,1808,1567028,640,26.98,africa,0
aia,1808,2025,,,americas,0
alb,1808,420868,668,35.4,europe,0
and,1808,2654,1215,,europe,0
ant,1808,34.41,,,americas,0
are,1808,40153,1028,30.7,asia,0
arg,1808,534000,1508,33.2,americas,0
arm,1808,413326,514,34,europe,0
asm,1808,8159,,,asia,0
atg,1808,37000,758,33.54,americas,0
aus,1808,344107,829,34.05,asia,0
aut,1808,3269979,1907,34.4,europe,0
aze,1808,879960,776,29.17,europe,0
bdi,1808,899097,421,31.5,africa,0
bel,1808,3253294,2414,40.06,europe,0
ben,1808,636559,597,31,africa,0
bfa,1808,1665421,480,29.2,africa,0
bgd,1808,19532767,876,25.5,asia,0
bgr,1808,2068021,1090,36.15,europe,0
bhr,1808,64474,1278,30.3,asia,0
bhs,1808,27350,1447,35.18,americas,0
bih,1808,851806,669,35.1,europe,0
blr,1808,2355081,610,36.2,europe,0
blz,1808,25526,579,26.5,americas,0
bmu,1808,9803,1229,,americas,0
bol,1808,1100000,855,33,americas,0
bra,1808,3964513,1110,32,americas,0
brb,1808,81729,915,32.12,americas,0
brn,1808,2128,1514,29.2,asia,0
btn,1808,89989,630,28.8,asia,0
bwa,1808,121000,398,33.6,africa,0
caf,1808,479444,425,30,africa,0
can,1808,708964,1381,39.01,americas,0
chanisl,1808,43908,,,europe,0
che,1808,1888424,2703,38,europe,0
chl,1808,771447,1027,32,americas,0
chn,1808,344207546,984,32,asia,0
civ,1808,1088530,839,31.16,africa,0
cmr,1808,1860054,627,28.75,africa,0
cod,1808,5163819,501,31.6,africa,0
cog,1808,314465,588,32.7,africa,0
cok,1808,16293,,,asia,0
col,1808,1206000,963,32,americas,0
com,1808,56346,702,32.1,africa,0
cpv,1808,55716,530,33.8,africa,0
cri,1808,56485,776,30.21,americas,0
cub,1808,437702,948,33.34,americas,0
cym,1808,2439,1040,,americas,0
cyp,1808,184550,854,38.5,europe,0
cze,1808,5516349,1918,34.95,europe,0
deu,1808,23673748,1733,38.37,europe,0
dji,1808,22848,771,29.9,africa,0
dma,1808,19950,664,,americas,0
dnk,1808,1098585,2042,39.37,europe,0
dom,1808,89000,668,29.9,americas,0
dza,1808,2575939,723,28.82,africa,0
ecu,1808,500000,530,32.9,americas,0
egy,1808,4223639,791,33,africa,0
eri,1808,205010,533,30.2,africa,0
esh,1808,2788,34.75,,africa,0
esp,1808,11806466,1519,29.5,europe,0
est,1808,334136,947,34.49,europe,0
eth,1808,2948990,523,29.7,africa,0
fin,1808,1050120,1261,12.48,europe,0
fji,1808,132244,786,26.1,asia,0
flk,1808,100,,,americas,0
fra,1808,30098874,1831,34.5,europe,0
fro,1808,13537,,,europe,0
fsm,1808,16416,520,26.7,asia,0
gab,1808,158227,391,30.6,africa,0
gbm,1808,23533,,,europe,0
gbr,1808,13635691,3338,40.35,europe,0
geo,1808,1072178,544,31.87,europe,0
gha,1808,2016034,700,28,africa,0
gib,1808,9873,,,europe,0
gin,1808,983959,451,29.58,africa,0
glp,1808,80726,27.66,,americas,0
gmb,1808,103274,817,28.8,africa,0
gnb,1808,218167,778,32,africa,0
gnq,1808,80377,359,29.8,africa,0
grc,1808,2214105,1390,36.6,europe,0
grd,1808,29409,960,31.4,americas,0
grl,1808,9584,394,33.87,europe,0
gtm,1808,509184,858,25.8,americas,0
guf,1808,9899,30.5,,americas,0
gum,1808,7978,27.5,,asia,0
guy,1808,166034,1215,31.12,americas,0
hkg,1808,20000,1007,34.9,asia,0
hnd,1808,131820,675,33.9,americas,0
hos,1808,905,,,europe,0
hrv,1808,1227886,1156,36.1,europe,0
hti,1808,723000,634,29,americas,0
hun,1808,3745204,1250,36,europe,0
idn,1808,16448971,996,30,asia,0
ind,1808,171252554,1051,25.44,asia,0
irl,1808,4434313,1448,38.3,europe,0
irn,1808,6384259,978,25.6,asia,0
irq,1808,1083323,970,31.2,asia,0
isl,1808,61428,927,43.55,europe,0
isr,1808,209954,881,32,asia,0
ita,1808,19352485,2554,29.69,europe,0
jam,1808,401000,1171,34.2,americas,0
jor,1808,217000,977,31.7,asia,0
jpn,1808,30574679,1061,36.4,asia,0
kaz,1808,2041282,1151,26.2,asia,0
ken,1808,2574000,875,25.5,africa,0
kgz,1808,530343,509,23.94,asia,0
khm,1808,2090000,905,35,asia,0
kir,1808,17876,555,24.9,asia,0
kna,1808,17202,1166,,americas,0
kor,1808,9395000,571,25.8,asia,0
kwt,1808,81280,1131,26,asia,0
lao,1808,470000,866,31.9,asia,0
lbn,1808,332000,1088,29.7,asia,0
lbr,1808,313543,798,31.1,africa,0
lby,1808,534074,1051,33.1,africa,0
lca,1808,24000,875,28.01,americas,0
lie,1808,5802,,,europe,0
lka,1808,1213000,899,32.6,asia,0
lso,1808,276361,395,32.8,africa,0
ltu,1808,778655,1282,28.9,europe,0
lux,1808,127030,1454,36.9,europe,0
lva,1808,590588,758,33,europe,0
mac,1808,20333,993,34.7,asia,0
mar,1808,2575939,715,33.1,africa,0
mco,1808,7789,1969,,europe,0
mda,1808,712558,622,33.15,europe,0
mdg,1808,1597628,573,30.5,africa,0
mdv,1808,42378,843,32.65,asia,0
mex,1808,6340743,1380,26.9,americas,0
mhl,1808,5828,542,,asia,0
mkd,1808,391865,691,36.1,europe,0
mli,1808,1403398,603,26.41,africa,0
mlt,1808,134072,782,28.7,europe,0
mmr,1808,3506000,841,30.8,asia,0
mne,1808,126582,1059,35.4,europe,0
mng,1808,619000,593,31.8,asia,0
mnp,1808,3360,,,asia,0
moz,1808,2027035,392,30.28,africa,0
mrt,1808,382696,528,32,africa,0
msr,1808,5230,,,americas,0
mtq,1808,84039,30.15,,americas,0
mus,1808,74455,941,28.7,africa,0
mwi,1808,737000,350,30.3,africa,0
mys,1808,287000,998,30.6,asia,0
myt,1808,8219,32.5,,africa,0
nam,1808,229000,541,32.4,africa,0
ncl,1808,29432,26,,asia,0
ner,1808,1244861,447,30.8,africa,0
nga,1808,12100855,864,30.4,africa,0
nic,1808,219387,974,25.4,americas,0
niu,1808,4531,,,asia,0
nld,1808,2285591,3481,39.86,europe,0
nor,1808,907803,1294,37.26,europe,0
npl,1808,3881000,655,32.8,asia,0
nru,1808,1834,555,,asia,0
nzl,1808,100000,659,34.05,asia,0
omn,1808,318000,917,32.3,asia,0
pak,1808,13332090,1020,25.8,asia,0
pan,1808,78842,848,32.9,americas,0
per,1808,1315290,1205,35.7,americas,0
phl,1808,1894389,963,30.9,asia,0
plw,1808,3875,840,,asia,0
png,1808,754894,547,31.5,asia,0
pol,1808,9865545,1250,35.9,europe,0
pri,1808,187283,1377,30.43,americas,0
prk,1808,4345000,574,26,asia,0
prt,1808,3136245,1686,35.6,europe,0
pry,1808,143000,836,35.5,americas,0
pse,1808,165944,1221,32.1,asia,0
pyf,1808,63161,25.6,,asia,0
qat,1808,14092,1131,30.8,asia,0
reu,1808,92744,33,,africa,0
rou,1808,5816793,816,35.7,europe,0
rus,1808,31088398,1444,29.57,europe,0
rwa,1808,928368,435,31.8,africa,0
sau,1808,2091000,850,32.1,asia,0
sdn,1808,4036598,519,31.4,africa,0
sen,1808,1009886,498,25.2,africa,0
sgp,1808,30000,1022,29.1,asia,0
shn,1808,1997,,,africa,0
slb,1808,56998,363,25.1,asia,0
sle,1808,794264,735,25.1,africa,0
slv,1808,248000,976,28.7,americas,0
smr,1808,5492,1422,,europe,0
som,1808,994884,699,29.4,africa,0
spm,1808,1782,,,americas,0
srb,1808,2147197,1359,35.5,europe,0
ssd,1808,1038296,508,26.67,africa,0
stp,1808,22731,863,31,africa,0
sur,1808,80721,1638,32.9,americas,0
svk,1808,2140651,1428,36.4,europe,0
svn,1808,469664,1410,36.6,europe,0
swe,1808,2431251,1326,30.15,europe,0
swz,1808,86000,490,32.3,africa,0
syc,1808,12522,817,37,africa,0
syr,1808,1337000,1082,31.1,asia,0
tca,1808,3296,487,,americas,0
tcd,1808,1432000,419,30.9,africa,0
tgo,1808,445985,683,31.3,africa,0
tha,1808,4665000,932,30.4,asia,0
tjk,1808,466629,558,24.24,asia,0
tkl,1808,1007,,,asia,0
tkm,1808,367215,952,24,asia,0
tls,1808,137262,529,28.95,asia,0
ton,1808,18629,663,28.2,asia,0
tto,1808,60000,1232,32.9,americas,0
tun,1808,867194,716,28.8,africa,0
tur,1808,9892582,1222,35,europe,0
tuv,1808,2499,719,,asia,0
twn,1808,2000000,996,28.3,asia,0
tza,1808,3019768,563,32.2,africa,0
uga,1808,2101397,464,25.3,africa,0
ukr,1808,11215490,770,36.6,europe,0
ury,1808,55000,1759,32.9,americas,0
usa,1808,7929348,2113,39.41,americas,0
uzb,1808,1919159,503,26.93,asia,0
vct,1808,25781,839,25.99,americas,0
ven,1808,718000,682,32.2,americas,0
vgb,1808,6700,,,americas,0
vir,1808,40000,33.4,,americas,0
vnm,1808,6551000,862,32,asia,0
vut,1808,27791,586,24.3,asia,0
wlf,1808,3721,,,asia,0
wsm,1808,47236,1402,25.4,asia,0
yem,1808,2593000,897,23.39,asia,0
zaf,1808,1483537,1481,33.5,africa,0
zmb,1808,747000,676,32.6,africa,0
zwe,1808,1085814,877,33.7,africa,0
abw,1810,19286,834,34.42,americas,0
afg,1810,3280000,604,28.11,asia,0
ago,1810,1567028,645,26.98,africa,0
aia,1810,2025,,,americas,0
alb,1810,423591,668,35.4,europe,0
and,1810,2654,1219,,europe,0
ant,1810,34.41,,,americas,0
are,1810,40153,1036,30.7,asia,0
arg,1810,534000,1509,33.2,americas,0
arm,1810,413326,514,34,europe,0
asm,1810,8156,,,asia,0
atg,1810,37000,758,33.54,americas,0
aus,1810,342440,833,34.05,asia,0
aut,1810,3286650,1923,34.4,europe,0
aze,1810,879960,777,29.17,europe,0
bdi,1810,899097,422,31.5,africa,0
bel,1810,3283959,2415,40.08,europe,0
ben,1810,636559,598,31,africa,0
bfa,1810,1665421,480,29.2,africa,0
bgd,1810,19611269,875,25.5,asia,0
bgr,1810,2088223,1090,36.24,europe,0
bhr,1810,64474,1289,30.3,asia,0
bhs,1810,27350,1447,35.18,americas,0
bih,1810,851806,670,35.1,europe,0
blr,1810,2355081,611,36.2,europe,0
blz,1810,25526,580,26.5,americas,0
bmu,1810,9831,1229,,americas,0
bol,1810,1100000,855,33,americas,0
bra,1810,4058652,1110,32,americas,0
brb,1810,81729,915,32.12,americas,0
brn,1810,2128,1514,29.2,asia,0
btn,1810,89989,630,28.8,asia,0
bwa,1810,121000,398,33.6,africa,0
caf,1810,479444,425,30,africa,0
can,1810,727603,1399,39.01,americas,0
chanisl,1810,43908,,,europe,0
che,1810,1904962,2704,38,europe,0
chl,1810,771447,1027,32,americas,0
chn,1810,350542958,985,32,asia,0
civ,1810,1088530,845,31.16,africa,0
cmr,1810,1860054,627,28.75,africa,0
cod,1810,5163819,505,31.6,africa,0
cog,1810,314465,591,32.7,africa,0
cok,1810,16333,,,asia,0
col,1810,1206000,964,32,americas,0
com,1810,56346,703,32.1,africa,0
cpv,1810,55716,530,33.8,africa,0
cri,1810,57584,776,30.21,americas,0
cub,1810,470176,970,33.64,americas,0
cym,1810,2439,1041,,americas,0
cyp,1810,184590,855,38.5,europe,0
cze,1810,5516349,1918,34.95,europe,0
deu,1810,23882461,1758,38.37,europe,0
dji,1810,22848,776,29.9,africa,0
dma,1810,19950,664,,americas,0
dnk,1810,1108146,2049,41.71,europe,0
dom,1810,89000,668,29.9,americas,0
dza,1810,2595056,725,28.82,africa,0
ecu,1810,500000,530,32.9,americas,0
egy,1810,4218711,792,33,africa,0
eri,1810,205010,533,30.2,africa,0
esh,1810,2788,34.75,,africa,0
esp,1810,11873298,1519,29.5,europe,0
est,1810,334136,949,34.86,europe,0
eth,1810,2948990,523,29.7,africa,0
fin,1810,1070625,1266,36.95,europe,0
fji,1810,132682,786,26.1,asia,0
flk,1810,100,,,americas,0
fra,1810,30293172,1838,37.4,europe,0
fro,1810,13537,,,europe,0
fsm,1810,16416,521,26.7,asia,0
gab,1810,158227,391,30.6,africa,0
gbm,1810,23533,,,europe,0
gbr,1810,14106058,3573,38.35,europe,0
geo,1810,1072178,544,31.87,europe,0
gha,1810,2016034,701,28,africa,0
gib,1810,9873,,,europe,0
gin,1810,983959,451,29.6,africa,0
glp,1810,80726,27.66,,americas,0
gmb,1810,103274,818,28.8,africa,0
gnb,1810,218167,778,32,africa,0
gnq,1810,80377,360,29.8,africa,0
grc,1810,2230659,1394,36.6,europe,0
grd,1810,29409,960,31.4,americas,0
grl,1810,9584,394,33.87,europe,0
gtm,1810,524190,858,25.8,americas,0
guf,1810,9899,30.5,,americas,0
gum,1810,8736,27.5,,asia,0
guy,1810,166034,1216,31.12,americas,0
hkg,1810,20000,1008,34.9,asia,0
hnd,1810,132182,676,33.9,americas,0
hos,1810,905,,,europe,0
hrv,1810,1227886,1175,36.1,europe,0
hti,1810,723000,634,29,americas,0
hun,1810,3814221,1250,36,europe,0
idn,1810,16537268,996,30,asia,0
ind,1810,171940819,1051,25.44,asia,0
irl,1810,4541676,1448,38.3,europe,0
irn,1810,6413820,978,25.6,asia,0
irq,1810,1084941,971,31.2,asia,0
isl,1810,61428,928,43.14,europe,0
isr,1810,209954,881,32,asia,0
ita,1810,19491674,2369,29.69,europe,0
jam,1810,401000,1171,34.2,americas,0
jor,1810,217000,977,31.7,asia,0
jpn,1810,30645903,1064,36.4,asia,0
kaz,1810,2041282,1153,26.2,asia,0
ken,1810,2574000,881,25.5,africa,0
kgz,1810,530343,509,23.94,asia,0
khm,1810,2090000,905,35,asia,0
kir,1810,17876,556,24.9,asia,0
kna,1810,17202,1166,,americas,0
kor,1810,9395000,570,25.8,asia,0
kwt,1810,81280,1139,26,asia,0
lao,1810,470000,866,31.9,asia,0
lbn,1810,332000,1090,29.7,asia,0
lbr,1810,313543,798,31.1,africa,0
lby,1810,534730,1051,33.1,africa,0
lca,1810,24000,876,28.01,americas,0
lie,1810,5802,,,europe,0
lka,1810,1213000,899,32.6,asia,0
lso,1810,276361,395,32.8,africa,0
ltu,1810,778655,1285,28.9,europe,0
lux,1810,127030,1455,36.9,europe,0
lva,1810,590588,760,33,europe,0
mac,1810,21325,994,34.7,asia,0
mar,1810,2595056,715,33.1,africa,0
mco,1810,7789,1974,,europe,0
mda,1810,712558,622,33.15,europe,0
mdg,1810,1612106,574,30.5,africa,0
mdv,1810,42378,844,32.65,asia,0
mex,1810,6382317,1380,26.9,americas,0
mhl,1810,5828,542,,asia,0
mkd,1810,391865,691,36.1,europe,0
mli,1810,1403398,603,26.41,africa,0
mlt,1810,134072,783,28.7,europe,0
mmr,1810,3506000,841,30.8,asia,0
mne,1810,126582,1059,35.4,europe,0
mng,1810,619000,593,31.8,asia,0
mnp,1810,3360,,,asia,0
moz,1810,2038660,393,30.28,africa,0
mrt,1810,382696,528,32,africa,0
msr,1810,5230,,,americas,0
mtq,1810,84039,30.15,,americas,0
mus,1810,78310,941,28.7,africa,0
mwi,1810,737000,350,30.3,africa,0
mys,1810,287000,998,30.6,asia,0
myt,1810,8219,32.5,,africa,0
nam,1810,229000,541,32.4,africa,0
ncl,1810,29432,26,,asia,0
ner,1810,1244861,447,30.8,africa,0
nga,1810,12100855,867,30.4,africa,0
nic,1810,219387,975,25.4,americas,0
niu,1810,4529,,,asia,0
nld,1810,2293548,3925,39.86,europe,0
nor,1810,918398,1298,36.48,europe,0
npl,1810,3881000,655,32.8,asia,0
nru,1810,1834,555,,asia,0
nzl,1810,100000,659,34.05,asia,0
omn,1810,318000,917,32.3,asia,0
pak,1810,13385672,1020,25.8,asia,0
pan,1810,78842,848,32.9,americas,0
per,1810,1315575,1205,35.7,americas,0
phl,1810,1894389,963,30.9,asia,0
plw,1810,3875,840,,asia,0
png,1810,754894,547,31.5,asia,0
pol,1810,9960687,1259,35.9,europe,0
pri,1810,198271,1377,30.43,americas,0
prk,1810,4345000,573,26,asia,0
prt,1810,3163489,1686,35.6,europe,0
pry,1810,143000,836,35.5,americas,0
pse,1810,165944,1222,32.1,asia,0
pyf,1810,63322,25.6,,asia,0
qat,1810,14092,1139,30.8,asia,0
reu,1810,92744,33,,africa,0
rou,1810,5915097,816,35.7,europe,0
rus,1810,31088398,1447,29.57,europe,0
rwa,1810,928368,437,31.8,africa,0
sau,1810,2091000,852,32.1,asia,0
sdn,1810,4047408,519,31.4,africa,0
sen,1810,1009886,498,25.2,africa,0
sgp,1810,30000,1022,29.1,asia,0
shn,1810,1997,,,africa,0
slb,1810,56998,364,25.1,asia,0
sle,1810,794264,735,25.1,africa,0
slv,1810,248000,976,28.7,americas,0
smr,1810,5492,1427,,europe,0
som,1810,995738,700,29.4,africa,0
spm,1810,1782,,,americas,0
srb,1810,2147197,1360,35.5,europe,0
ssd,1810,1041076,508,26.67,africa,0
stp,1810,22731,866,31,africa,0
sur,1810,80721,1639,32.9,americas,0
svk,1810,2140651,1429,36.4,europe,0
svn,1810,469664,1411,36.6,europe,0
swe,1810,2428185,1368,31.99,europe,0
swz,1810,86000,490,32.3,africa,0
syc,1810,12522,824,37,africa,0
syr,1810,1337000,1082,31.1,asia,0
tca,1810,3296,487,,americas,0
tcd,1810,1432000,419,30.9,africa,0
tgo,1810,445985,683,31.3,africa,0
tha,1810,4665000,932,30.4,asia,0
